id_registro,fecha_publicacion,fuente_verificadora,url_origen,texto_crudo,categoria_original
284,2025-05-19T13:17:12,boliviaverifica.bo,https://boliviaverifica.bo/evo-morales-no-declino-su-candidatura-durante-una-conferencia-de-prensa/,Evo Morales no declinó su candidatura durante una conferencia de prensa,Falso
285,2025-05-18T17:37:31,boliviaverifica.bo,https://boliviaverifica.bo/esta-lista-de-candidatos-a-la-asamblea-legislativa-por-parte-de-sumate-no-es-la-oficial/,Esta lista de candidatos a la Asamblea Legislativa por parte de Súmate no es la oficial,Falso
286,2025-05-18T09:46:16,boliviaverifica.bo,https://boliviaverifica.bo/yango-la-app-gerentada-por-el-precandidato-de-libre-no-expulso-del-servicio-a-burger-king-de-doria-medina/,"Yango, la App gerentada por el precandidato de Libre, no expulsó del servicio a Burger King, de Doria Medina",Falso
287,2025-05-16T17:19:59,boliviaverifica.bo,https://boliviaverifica.bo/el-presidente-del-tse-no-se-pronuncio-sobre-la-sentencia-del-tcp-que-ratifica-que-la-reeleccion-indefinida-es-inconstitucional/,El presidente del TSE no se pronunció sobre la sentencia del TCP que ratifica que la reelección indefinida es inconstitucional,Falso
288,2025-05-14T21:38:03,boliviaverifica.bo,https://boliviaverifica.bo/doria-medina-no-anuncio-a-la-tiktoker-layme-como-su-candidata-a-la-vicepresidencia/,Doria Medina no anunció a la tiktoker Layme como su candidata a la vicepresidencia,Falso
289,2025-05-12T11:35:57,boliviaverifica.bo,https://boliviaverifica.bo/andronico-rodriguez-y-su-familia-no-fueron-expulsados-del-tropico-de-cochabamba/,Andrónico Rodríguez y su familia no fueron expulsados del Trópico de Cochabamba,Falso
290,2025-05-09T17:27:58,boliviaverifica.bo,https://boliviaverifica.bo/los-audios-con-los-que-se-acusa-a-la-diputada-veronica-challco-de-cobrar-coimas-fueron-generados-con-inteligencia-artificial/,Los audios con los que se acusa a la diputada Verónica Challco de cobrar coimas fueron generados con inteligencia artificial,Falso
291,2025-05-07T18:54:27,boliviaverifica.bo,https://boliviaverifica.bo/almagro-no-dijo-que-bolivia-enfrentara-duras-sanciones-si-arce-suspende-las-elecciones-para-autoprorrogarse/,Almagro no dijo que Bolivia enfrentará “duras sanciones” si Arce suspende las elecciones “para autoprorrogarse”,Falso
292,2025-05-07T08:49:08,boliviaverifica.bo,https://boliviaverifica.bo/jorge-quiroga-no-busca-a-un-tiktoker-como-su-candidato-a-la-vicepresidencia/,Jorge Quiroga no busca a un tiktoker como su candidato a la vicepresidencia,Falso
293,2025-05-07T08:45:57,boliviaverifica.bo,https://boliviaverifica.bo/doria-medina-no-dijo-que-invitara-al-hijo-de-camacho-para-conformar-su-binomio/,Doria Medina no dijo que invitará al hijo de Camacho para conformar su binomio,Falso
294,2025-05-06T05:37:44,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-presentada-por-atlas-electoral-no-tiene-validez-tecnica-ni-legal/,Encuesta presentada por Atlas Electoral no tiene validez técnica ni legal,Falso
295,2025-05-04T21:56:49,boliviaverifica.bo,https://boliviaverifica.bo/no-es-real-que-en-chapare-y-yapacani-se-elige-un-diputado-con-300-votos/,No es real que en Chapare y Yapacaní se elige un diputado con 300 votos,Falso
296,2025-05-02T20:18:31,boliviaverifica.bo,https://boliviaverifica.bo/el-tse-no-elaboro-ni-difundio-una-encuesta-de-intencion-de-voto-que-favorece-a-jorge-quiroga-2/,El TSE no elaboró ni difundió una encuesta de intención de voto que favorece a Jorge Quiroga,Falso
297,2025-05-02T18:54:10,boliviaverifica.bo,https://boliviaverifica.bo/el-bunker-no-denuncio-que-reyes-villa-uso-bots-desde-la-alcaldia-de-cochabamba-para-manipular-las-primarias-digitales/,El Bunker no denunció que Reyes Villa usó bots desde la Alcaldía de Cochabamba para manipular las “primarias digitales”,Falso
298,2025-04-29T18:58:57,boliviaverifica.bo,https://boliviaverifica.bo/usan-la-imagen-de-jaime-dunn-y-el-deber-para-promocionar-un-sitio-de-inversiones-no-confiable/,Usan la imagen de Jaime Dunn y El Deber para promocionar un sitio de inversiones no confiable,Falso
299,2025-04-26T13:26:14,boliviaverifica.bo,https://boliviaverifica.bo/jhonny-fernandez-no-nombro-a-evo-morales-como-su-candidato-por-ucs/,Jhonny Fernández no nombró a Evo Morales como su candidato por UCS,Falso
300,2025-04-24T12:00:22,boliviaverifica.bo,https://boliviaverifica.bo/el-mnr-no-anuncio-a-evo-morales-como-su-candidato/,El MNR no anunció a Evo Morales como su candidato,Falso
301,2025-04-21T18:54:01,boliviaverifica.bo,https://boliviaverifica.bo/el-gobierno-no-anuncio-la-postergacion-de-las-elecciones-presidenciales-por-una-crisis-social-y-energetica/,El Gobierno no anunció la postergación de las elecciones presidenciales por una “crisis social y energética”,Falso
302,2025-04-20T18:34:47,boliviaverifica.bo,https://boliviaverifica.bo/el-vocal-tahuichi-no-fue-proclamado-ni-juro-como-candidato-a-la-vicepresidencia-por-la-organizacion-evo-pueblo/,El vocal Tahuichi no fue proclamado ni juró como candidato a la vicepresidencia por la organización “Evo Pueblo”,Falso
303,2025-04-18T19:58:50,boliviaverifica.bo,https://boliviaverifica.bo/las-elecciones-generales-no-fueron-postergadas-como-alerto-un-periodista/,"Las elecciones generales no fueron postergadas, como alertó un periodista",Falso
304,2025-04-17T01:55:14,boliviaverifica.bo,https://boliviaverifica.bo/reunion-de-la-organizacion-evo-pueblo-no-determino-que-andronico-sea-el-candidato-a-vicepresidente/,Reunión de la organización Evo Pueblo no determinó que Andrónico sea el candidato a vicepresidente,Falso
305,2025-04-14T13:22:13,boliviaverifica.bo,https://boliviaverifica.bo/luisa-gonzales-no-fue-declarada-como-ganadora-de-las-elecciones-en-ecuador/,Luisa Gonzáles no fue declarada como ganadora de las elecciones en Ecuador,Falso
306,2025-04-13T17:38:26,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-difundio-este-arte-ni-evo-declaro-que-esta-convencido-de-ganar-con-el-80-de-apoyo-electoral/,Unitel no difundió este arte ni Evo declaró que está convencido de ganar con el 80% de apoyo electoral,Falso
307,2025-03-24T16:59:24,boliviaverifica.bo,https://boliviaverifica.bo/audio-atribuido-a-doria-medina-sobre-coimas-fue-creado-con-inteligencia-artificial/,Audio atribuido a Doria Medina sobre coimas fue creado con inteligencia artificial,Falso
308,2025-03-22T18:13:04,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-de-intencion-de-voto-compartida-por-gary-prado-es-falsa/,Encuesta de intención de voto compartida por Gary Prado es falsa,Falso
309,2025-03-03T21:28:54,boliviaverifica.bo,https://boliviaverifica.bo/este-perfil-en-instagram-no-le-pertenece-al-presidente-del-tse-oscar-hassenteufel/,Este perfil en Instagram no le pertenece al presidente del TSE Oscar Hassenteufel,Falso
310,2025-03-02T04:03:35,boliviaverifica.bo,https://boliviaverifica.bo/renuncia-de-militantes-no-pone-en-riesgo-personeria-del-mas/,Renuncia de militantes no pone en riesgo personería del MAS,Falso
311,2025-02-27T20:42:14,boliviaverifica.bo,https://boliviaverifica.bo/el-vocal-tahuichi-no-declaro-que-la-renuncia-de-militantes-del-mas-es-un-acto-antidemocratico/,El vocal Tahuichi no declaró que la renuncia de militantes del MAS es un acto antidemocrático,Falso
312,2025-02-20T06:09:36,boliviaverifica.bo,https://boliviaverifica.bo/luis-arce-no-anuncio-un-binomio-con-mario-cronenbold-por-el-mas/,Luis Arce no anunció un binomio con Mario Cronenbold por el MAS,Falso
313,2025-01-29T18:08:32,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-que-indica-que-manfred-reyes-villa-lidera-la-intencion-de-corrupcion-es-falsa/,Encuesta que indica que Manfred Reyes Villa lidera la “intención de corrupción” es falsa,Falso
314,2025-01-28T05:07:15,boliviaverifica.bo,https://boliviaverifica.bo/reynaldo-ezequiel-acuso-de-violencia-de-genero-al-hijo-de-manfred-reyes-con-material-manipulado/,Reynaldo Ezequiel acusó de violencia de género al hijo de Manfred Reyes con material manipulado,Falso
315,2025-01-15T09:33:49,boliviaverifica.bo,https://boliviaverifica.bo/manfred-reyes-villa-no-presento-a-carol-ilievski-como-su-binomio-para-las-elecciones-generales/,Manfred Reyes Villa no presentó a Carol Ilievski como su binomio para las elecciones generales,Falso
316,2025-01-14T12:25:00,boliviaverifica.bo,https://boliviaverifica.bo/este-no-es-el-calendario-oficial-de-las-elecciones-presidenciales-la-sala-plena-del-tse-aun-lo-revisa/,Este no es el calendario oficial de las elecciones presidenciales; la Sala Plena del TSE aún lo revisa,Falso
317,2024-12-15T11:11:23,boliviaverifica.bo,https://boliviaverifica.bo/comunicado-que-informa-la-inhabilitacion-de-los-candidatos-martinez-castillo-y-canedo-es-falso/,"Comunicado que informa la inhabilitación de los candidatos Martínez, Castillo y Canedo es falso",Falso
318,2024-12-14T15:50:50,boliviaverifica.bo,https://boliviaverifica.bo/el-tse-no-inhabilito-a-2-candidatos-en-las-ultimas-horas-el-video-donde-el-vocal-tahuichi-habla-al-respecto-fue-creado-con-ia/,El TSE no inhabilitó a 2 candidatos en las últimas horas; el video donde el vocal Tahuichi habla al respecto fue creado con IA,Falso
319,2024-12-13T21:48:43,boliviaverifica.bo,https://boliviaverifica.bo/el-comunicado-del-tse-que-inhabilita-a-un-candidato-a-las-elecciones-judiciales-es-falso/,El comunicado del TSE que inhabilita a un candidato a las elecciones judiciales es falso,Falso
320,2024-12-10T19:28:57,boliviaverifica.bo,https://boliviaverifica.bo/las-elecciones-judiciales-no-se-postergaron-para-el-29-de-diciembre/,Las elecciones judiciales no se postergaron para el 29 de diciembre,Falso
321,2024-12-06T15:37:04,boliviaverifica.bo,https://boliviaverifica.bo/encuestas-ocd-bolivia-no-es-una-cuenta-manejada-por-la-alianza-observacion-ciudadana-de-la-democracia/,“Encuestas OCD Bolivia” no es una cuenta manejada por la alianza Observación Ciudadana de la Democracia,Falso
322,2024-12-05T18:12:28,boliviaverifica.bo,https://boliviaverifica.bo/elecciones-judiciales-esta-encuesta-no-fue-elaborada-por-jubileo-ni-la-ocd/,Elecciones Judiciales: esta encuesta no fue elaborada por Jubileo ni la OCD,Falso
323,2024-12-03T09:49:37,boliviaverifica.bo,https://boliviaverifica.bo/evo-morales-no-acuso-a-andronico-rodriguez-de-ser-traicionero-y-prebendalista/,Evo Morales no acusó a Andrónico Rodríguez de ser traicionero y prebendalista,Falso
324,2024-11-30T14:40:44,boliviaverifica.bo,https://boliviaverifica.bo/fundacion-jubileo-y-ocd-no-realizaron-esta-encuesta-sobre-las-elecciones-judiciales/,Fundación Jubileo y OCD no realizaron esta encuesta sobre las elecciones judiciales,Falso
325,2024-11-29T17:38:16,boliviaverifica.bo,https://boliviaverifica.bo/juan-ramon-quintana-no-dijo-que-andronico-rodriguez-sera-candidato-por-el-movimiento-tercer-sistema/,Juan Ramón Quintana no dijo que Andrónico Rodríguez será candidato por el Movimiento Tercer Sistema,Falso
326,2024-11-07T09:46:36,boliviaverifica.bo,https://boliviaverifica.bo/informate-y-decide-bolivia-no-es-una-cuenta-oficial-del-organo-electoral-plurinacional/,Infórmate y Decide Bolivia no es una cuenta oficial del Órgano Electoral Plurinacional,Falso
327,2024-11-06T15:01:12,boliviaverifica.bo,https://boliviaverifica.bo/este-video-no-prueba-un-fraude-electoral-en-estados-unidos/,Este video no prueba un fraude electoral en Estados Unidos,Falso
328,2024-11-04T16:48:36,boliviaverifica.bo,https://boliviaverifica.bo/elecciones-en-estados-unidos-donald-trump-no-anuncio-que-prohibira-los-videojuegos/,Elecciones en Estados Unidos: Donald Trump no anunció que prohibirá los videojuegos,Falso
329,2024-10-29T18:32:45,boliviaverifica.bo,https://boliviaverifica.bo/el-deber-no-publico-esta-encuesta-sobre-las-elecciones-judiciales/,El Deber no publicó esta encuesta sobre las elecciones judiciales,Falso
330,2024-10-24T02:43:52,boliviaverifica.bo,https://boliviaverifica.bo/cuidado-esta-encuesta-sobre-las-judiciales-no-es-legal-ni-le-pertenece-a-la-iniciativa-tu-voto-cuenta/,¡Cuidado! Esta encuesta sobre las judiciales no es legal ni le pertenece a la iniciativa “Tu voto cuenta”,Falso
331,2024-10-10T19:16:23,boliviaverifica.bo,https://boliviaverifica.bo/tiktok-unitel-beni-bo-no-es-una-cuenta-oficial-del-medio-televisivo/,TikTok: Unitel.beni.bo no es una cuenta oficial del medio televisivo,Falso
332,2024-10-08T11:10:54,boliviaverifica.bo,https://boliviaverifica.bo/esta-frase-sobre-las-ninas-en-el-tropico-no-es-de-evo-morales/,Esta frase sobre las niñas en el Trópico no es de Evo Morales,Falso
333,2024-09-27T16:06:40,boliviaverifica.bo,https://boliviaverifica.bo/jubileo-no-publico-una-encuesta-sobre-las-elecciones-judiciales/,Jubileo no publicó una encuesta sobre las elecciones judiciales,Falso
334,2024-09-22T12:30:49,boliviaverifica.bo,https://boliviaverifica.bo/maria-corina-machado-nunca-dijo-que-la-oposicion-venezolana-solo-obtuvo-4-millones-de-votos/,María Corina Machado nunca dijo que la oposición venezolana solo obtuvo 4 millones de votos,Falso
335,2024-09-16T20:07:14,boliviaverifica.bo,https://boliviaverifica.bo/el-vicepresidente-choquehuanca-no-pidio-que-se-adelanten-las-elecciones/,El vicepresidente Choquehuanca no pidió que se adelanten las elecciones,Falso
336,2024-09-03T02:18:21,boliviaverifica.bo,https://boliviaverifica.bo/esta-encuesta-de-intencion-de-voto-no-fue-realizada-por-la-agencia-colombiana-datexco/,Esta encuesta de intención de voto no fue realizada por la agencia colombiana Datexco,Falso
337,2024-09-02T20:55:09,boliviaverifica.bo,https://boliviaverifica.bo/esta-encuesta-de-intencion-de-voto-no-fue-realizada-por-la-universidad-mayor-de-san-simon/,Esta encuesta de intención de voto no fue realizada por la Universidad Mayor de San Simón,Falso
338,2024-08-30T18:07:26,boliviaverifica.bo,https://boliviaverifica.bo/la-encuesta-difundida-por-tactic-consulting-no-tiene-aval-del-tse/,La encuesta difundida por Tactic Consulting no tiene aval del TSE,Falso
339,2024-08-29T17:43:51,boliviaverifica.bo,https://boliviaverifica.bo/el-empadronamiento-es-solo-hasta-el-30-de-agosto-en-todo-el-territorio-nacional/,El empadronamiento electoral biométrico es solo hasta el 30 de agosto en todo el territorio nacional,Falso
340,2024-08-23T09:26:58,boliviaverifica.bo,https://boliviaverifica.bo/la-empresa-excle-no-fue-contratada-por-el-tse-para-el-empadronamiento-como-denuncio-la-senadora-gallo/,"La empresa ExClé no fue contratada por el TSE para el empadronamiento, como denunció la senadora Gallo",Falso
341,2024-08-08T02:19:56,boliviaverifica.bo,https://boliviaverifica.bo/helicopteros-militares-no-arribaron-a-colombia-tras-elecciones-en-venezuela/,Helicópteros militares no arribaron a Colombia tras elecciones en Venezuela,Falso
342,2024-07-30T15:28:12,boliviaverifica.bo,https://boliviaverifica.bo/telesur-publico-una-grafica-con-resultados-de-las-elecciones-de-venezuela-que-suman-un-total-de-132/,Telesur publicó una gráfica con resultados de las elecciones de Venezuela que suman un total de 132%,Falso
343,2024-07-28T12:39:38,boliviaverifica.bo,https://boliviaverifica.bo/venezuela-son-falsos-los-boletos-aereos-a-ee-uu-a-nombre-del-candidato-presidencial-edmundo-gonzalez-y-su-esposa/,Venezuela: Son falsos los boletos aéreos a EE.UU. a nombre del candidato presidencial Edmundo González y su esposa,Falso
344,2024-07-27T19:37:31,boliviaverifica.bo,https://boliviaverifica.bo/elecciones-en-venezuela-los-electores-no-necesitan-firmar-un-registro-de-participacion-cuando-vayan-a-votar/,Elecciones en Venezuela: Los electores no necesitan firmar un registro de participación cuando vayan a votar,Falso
345,2024-07-27T09:35:41,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-maduro-se-haya-retirado-de-las-elecciones-presidenciales-en-venezuela/,Es falso que Maduro se haya retirado de las elecciones presidenciales en Venezuela,Falso
346,2024-07-26T19:55:28,boliviaverifica.bo,https://boliviaverifica.bo/opositor-venezolano-no-dio-un-discurso-que-incentiva-el-voto-por-nicolas-maduro/,Opositor venezolano no dio un discurso que incentiva el voto por Nicolás Maduro,Falso
347,2024-07-25T22:09:11,boliviaverifica.bo,https://boliviaverifica.bo/venezuela-ningun-candidato-fue-anunciado-oficialmente-como-presidente-electo/,Venezuela: ningún candidato fue anunciado oficialmente como presidente electo,Falso
348,2024-07-23T18:47:37,boliviaverifica.bo,https://boliviaverifica.bo/nicolas-maduro-no-reconocio-que-puede-perder-las-elecciones-del-28-de-julio/,Nicolás Maduro no reconoció que puede perder las elecciones del 28 de julio,Falso
349,2024-07-22T18:23:42,boliviaverifica.bo,https://boliviaverifica.bo/esta-credencial-de-la-cia-no-es-del-candidato-venezolano-edmundo-gonzalez/,Esta credencial que usa el nombre de la CIA no es del candidato venezolano Edmundo González,Falso
350,2024-07-17T03:24:40,boliviaverifica.bo,https://boliviaverifica.bo/kaplex-no-fue-proclamado-como-uno-de-los-candidatos-del-mas/,Kapléx no fue proclamado como uno de los candidatos del MAS,Falso
351,2024-07-03T20:33:36,boliviaverifica.bo,https://boliviaverifica.bo/presidenciales-ningun-candidato-fue-proclamado-aun-como-ganador-en-venezuela/,Presidenciales: ningún candidato fue proclamado aún como ganador en Venezuela,Falso
352,2024-06-24T17:08:20,boliviaverifica.bo,https://boliviaverifica.bo/red-uno-no-informo-que-evo-haya-dicho-que-los-taxistas-y-las-bartolinas-lo-estan-obligando-a-ser-candidato-para-las-elecciones/,Red Uno no informó que Evo haya dicho que los taxistas y las bartolinas lo están obligando a ser candidato para las elecciones,Falso
353,2024-06-24T14:18:11,boliviaverifica.bo,https://boliviaverifica.bo/el-alteno-no-informo-que-la-alcaldesa-eva-copa-analiza-postularse-a-las-elecciones-2025/,El Alteño no informó que la alcaldesa Eva Copa analiza postularse a las elecciones 2025,Falso
354,2024-06-17T17:15:45,boliviaverifica.bo,https://boliviaverifica.bo/elecciones-en-mexico-la-participacion-de-la-poblacion-no-fue-del-727/,"Elecciones en México: la participación de la población no fue del 72,7%",Falso
355,2024-04-10T22:15:28,boliviaverifica.bo,https://boliviaverifica.bo/organo-electoral-no-remitio-una-nota-que-avala-la-supervision-del-x-congreso-del-mas-ipsp/,El TSE no remitió una nota que avala la supervisión del X Congreso del MAS-IPSP,Falso
356,2024-03-28T11:43:07,boliviaverifica.bo,https://boliviaverifica.bo/el-youtuber-mrbeast-no-se-postulo-para-las-elecciones-presidenciales-de-estados-unidos/,El youtuber MrBeast no se postuló para las elecciones presidenciales de Estados Unidos,Falso
357,2024-03-25T11:50:36,boliviaverifica.bo,https://boliviaverifica.bo/luis-arce-y-manfred-reyes-villa-no-iniciaron-una-campana-con-miras-a-las-elecciones-de-2025/,Luis Arce y Manfred Reyes Villa no iniciaron una campaña con miras a las elecciones de 2025,Falso
358,2024-03-02T11:46:45,boliviaverifica.bo,https://boliviaverifica.bo/evo-morales-no-acuso-al-senador-andronico-rodriguez-por-promoverse-como-candidato/,Evo Morales no acusó al senador Andrónico Rodríguez por promoverse como candidato,Falso
359,2024-02-27T19:03:42,boliviaverifica.bo,https://boliviaverifica.bo/diputado-cuellar-no-denuncio-que-el-tse-luis-arce-y-evo-morales-urden-un-fraude-electoral-para-2025/,"Diputado Cuéllar no denunció que el TSE, Luis Arce y Evo Morales urden un fraude electoral para 2025",Falso
360,2024-01-24T18:58:31,boliviaverifica.bo,https://boliviaverifica.bo/el-diputado-juan-jose-jauregui-no-dijo-que-tiene-la-orden-de-inviabilizar-las-elecciones-judiciales/,El diputado Juan José Jauregui no dijo que tiene la orden de inviabilizar las elecciones judiciales,Falso
361,2024-01-04T16:14:51,boliviaverifica.bo,https://boliviaverifica.bo/santa-cruz-mario-aguilera-si-fue-electo-vicegobernador-por-voto-directo/,Santa Cruz: Mario Aguilera sí fue electo vicegobernador por voto directo,Falso
362,2023-12-18T23:54:41,boliviaverifica.bo,https://boliviaverifica.bo/evo-morales-y-andronico-rodriguez-no-son-los-candidatos-del-mas-para-los-comicios-de-2025/,Evo Morales y Andrónico Rodríguez no son los candidatos del MAS para los comicios de 2025,Falso
363,2023-11-29T19:59:54,boliviaverifica.bo,https://boliviaverifica.bo/vicente-cuellar-no-dijo-que-hara-dupla-con-evo-morales-para-las-elecciones-2025/,Vicente Cuéllar no dijo que hará dupla con Evo Morales para las elecciones de 2025,Falso
364,2023-11-17T19:26:15,boliviaverifica.bo,https://boliviaverifica.bo/argentina-candidato-sergio-massa-no-declaro-que-conoce-a-los-narcos/,Argentina: candidato Sergio Massa no declaró que conoce a los narcos,Falso
365,2023-11-17T13:13:26,boliviaverifica.bo,https://boliviaverifica.bo/circula-antigua-denuncia-sobre-contratacion-del-tse-de-empresa-vinculada-al-fraude/,Circula antigua denuncia sobre contratación del TSE de empresa vinculada al fraude,Falso
366,2023-11-12T18:56:31,boliviaverifica.bo,https://boliviaverifica.bo/este-video-no-es-de-una-protesta-en-argentina-por-un-supuesto-fraude-electoral/,Este video no es de una protesta en Argentina por un supuesto fraude electoral,Falso
367,2023-10-23T16:48:46,boliviaverifica.bo,https://boliviaverifica.bo/elecciones-en-argentina-aun-no-se-difundieron-los-resultados-del-voto-en-el-exterior/,Elecciones en Argentina: aún no se difundieron los resultados del voto en el exterior,Falso
368,2023-10-22T22:25:03,boliviaverifica.bo,https://boliviaverifica.bo/javier-milei-no-gano-las-elecciones-presidenciales-en-argentina-con-mas-del-50-de-los-votos/,Javier Milei no ganó las elecciones presidenciales en Argentina con más del 50% de los votos,Falso
369,2023-09-16T19:19:35,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-de-diagnosis-no-coloca-a-evo-morales-con-la-mejor-intencion-de-voto/,Encuesta de Diagnosis no coloca a Evo Morales con la mejor intención de voto,Falso
370,2023-09-01T18:00:57,boliviaverifica.bo,https://boliviaverifica.bo/en-bolivia-las-mujeres-no-ejercen-el-derecho-al-voto-desde-1938-como-se-dice-en-un-video/,"En Bolivia, las mujeres no ejercen el derecho al voto desde 1938 como se dice en un video",Falso
371,2023-08-27T20:28:20,boliviaverifica.bo,https://boliviaverifica.bo/la-oea-no-informo-que-hubo-fraude-electoral-en-las-elecciones-de-ecuador/,La OEA no informó que hubo fraude electoral en las elecciones de Ecuador,Falso
372,2023-08-22T20:09:08,boliviaverifica.bo,https://boliviaverifica.bo/lionel-messi-no-sigue-al-candidato-javier-milei-en-instagram/,Lionel Messi no sigue al candidato Javier Milei en Instagram,Falso
373,2023-08-12T11:47:46,boliviaverifica.bo,https://boliviaverifica.bo/argentina-infobae-no-informo-que-lionel-messi-expreso-su-apoyo-al-candidato-presidencial-javier-milei/,Argentina: Infobae no informó que Lionel Messi expresó su apoyo al candidato presidencial Javier Milei,Falso
374,2023-04-24T17:35:26,boliviaverifica.bo,https://boliviaverifica.bo/morales-no-tuiteo-que-no-se-postulara-en-las-elecciones-de-2025/,Morales no tuiteó que no se postulará en las elecciones generales de 2025,Falso
375,2023-04-18T17:58:55,boliviaverifica.bo,https://boliviaverifica.bo/romero-no-dijo-que-morales-confia-en-el-como-su-candidato-a-la-vicepresidencia-en-2025/,Romero no dijo que Morales confía en él como su candidato a la vicepresidencia en 2025,Falso
376,2023-04-02T22:31:27,boliviaverifica.bo,https://boliviaverifica.bo/reynaldo-ezequiel-no-anuncio-que-sera-el-proximo-candidato-a-la-gobernacion-crucena/,Reynaldo Ezequiel no anunció que será el próximo candidato a la Gobernación cruceña,Falso
377,2023-02-12T18:11:41,boliviaverifica.bo,https://boliviaverifica.bo/ni-unitel-ni-red-uno-difundieron-fotocitas-de-calvo-sobre-elecciones-civicas-en-santa-cruz/,Ni Unitel ni Red Uno difundieron fotocitas de Calvo sobre elecciones cívicas en Santa Cruz,Falso
378,2022-09-06T18:59:38,boliviaverifica.bo,https://boliviaverifica.bo/el-candidato-del-mas-si-gano-la-eleccion-municipal-en-la-guardia/,El candidato del MAS sí ganó la elección municipal en La Guardia,Falso
379,2022-05-30T16:35:39,boliviaverifica.bo,https://boliviaverifica.bo/video-del-conflicto-chileno-de-2019-circula-como-actual-tras-recientes-elecciones-en-colombia/,Video del conflicto chileno de 2019 circula como actual tras recientes elecciones en Colombia,Falso
380,2022-04-11T12:08:19,boliviaverifica.bo,https://boliviaverifica.bo/no-es-verdad-que-nadia-cruz-incremento-su-salario-como-senala-este-candidato-a-defensor/,No es verdad que Nadia Cruz incrementó su salario como señala este candidato a defensor,Falso
381,2021-10-28T15:24:55,boliviaverifica.bo,https://boliviaverifica.bo/no-la-att-no-esta-contactando-para-anunciar-premios-por-whatsapp/,"No, la ATT no está contactando para anunciar premios por WhatsApp",Falso
382,2021-10-05T14:55:29,boliviaverifica.bo,https://boliviaverifica.bo/evo-morales-no-tuiteo-felicitaciones-a-eduardo-cortez-candidato-a-rector-de-la-uajms-en-tarija/,"Evo Morales no tuiteó “felicitaciones” a Eduardo Cortez, candidato a rector de la UAJMS en Tarija",Falso
383,2021-07-31T17:18:15,boliviaverifica.bo,https://boliviaverifica.bo/carlos-valverde-dijo-que-no-hubo-fraude-pero-se-refirio-a-las-elecciones-generales-2020-no-a-las-del-2019/,"Carlos Valverde dijo que no hubo fraude pero se refirió a las Elecciones Generales 2020, no a las del 2019",Falso
384,2021-07-29T16:00:20,boliviaverifica.bo,https://boliviaverifica.bo/falso-edgar-villegas-no-salio-a-afirmar-que-nunca-hubo-fraude/,"Falso, Édgar Villegas no salió a afirmar que “nunca hubo fraude”",Falso
385,2021-07-28T17:48:03,boliviaverifica.bo,https://boliviaverifica.bo/rector-de-universidad-de-salamanca-no-nego-informe-sobre-el-caso-fraude-de-2019/,Rector de la Universidad de Salamanca no negó informe sobre el caso “fraude” de 2019,Falso
386,2021-06-24T18:16:17,boliviaverifica.bo,https://boliviaverifica.bo/alteran-publicacion-de-bolivia-verifica-sobre-frase-de-luis-arce/,Alteran publicación de Bolivia Verifica sobre frase de Luis Arce,Falso
387,2021-06-16T14:54:54,boliviaverifica.bo,https://boliviaverifica.bo/carlos-mesa-no-se-refirio-a-keiko-fujimori-y-la-acusacion-de-fraude-en-peru/,Carlos Mesa no se refirió a Keiko Fujimori y la acusación de fraude en Perú,Falso
388,2021-06-09T16:08:45,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-el-ministro-de-gobierno-recibio-el-voto-de-confianza-de-la-asamblea-legislativa/,Es falso que el ministro de Gobierno recibió el “voto de confianza” de la Asamblea Legislativa,Falso
389,2021-06-08T17:28:17,boliviaverifica.bo,https://boliviaverifica.bo/el-ingeniero-villegas-no-denuncio-supuesto-fraude-en-las-elecciones-de-peru/,El ingeniero Villegas no denunció supuesto fraude en las elecciones de Perú,Falso
390,2021-05-13T16:46:06,boliviaverifica.bo,https://boliviaverifica.bo/luis-arce-no-ofrecio-el-tri-bono-de-ayuda-durante-su-campana-los-reclamos-en-redes-no-tienen-fundamento/,"Luis Arce no ofreció el “tri bono de ayuda” durante su campaña, los reclamos en redes no tienen fundamento",Falso
391,2021-04-29T12:38:55,boliviaverifica.bo,https://boliviaverifica.bo/la-red-uno-no-publico-que-ivan-arias-y-eva-copa-hayan-realizado-una-alianza/,Red Uno no publicó que Iván Arias y Eva Copa hayan realizado una alianza,Falso
392,2021-04-22T18:10:48,boliviaverifica.bo,https://boliviaverifica.bo/camacho-no-aseguro-que-se-reunira-con-eva-copa-para-las-elecciones-del-2025/,Camacho no aseguró que se reunirá con Eva Copa para las elecciones del 2025,Falso
393,2021-04-19T12:41:15,boliviaverifica.bo,https://boliviaverifica.bo/carlos-valverde-no-menciono-que-tarija-siempre-elige-a-la-misma-lacra/,Carlos Valverde no mencionó que Tarija siempre elige a la misma ‘lacra’,Falso
394,2021-04-19T11:13:21,boliviaverifica.bo,https://boliviaverifica.bo/falso-salvador-romero-no-presento-un-libro-sobre-fraudes-electorales/,"Falso, Salvador Romero no presentó un libro sobre fraudes electorales",Falso
